File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Species,CountSpecies,TemperatureF,EpisodeID,Occurrence,JuvenileOccurrence,NoteUncertainty
IMG_0484.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:32:00,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0485.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:32:01,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0486.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:38:24,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0487.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:38:24,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0488.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:38:25,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0490.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,15-Dec-13,18:38:26,Ok,FALSE,Sus scrofa,1,55,,,,
IMG_0356.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,3-Dec-13,12:43:00,Ok,FALSE,Sus scrofa,1,58,,,,
IMG_0357.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,3-Dec-13,12:43:01,Ok,FALSE,Sus scrofa,1,58,,,,
IMG_0358.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,3-Dec-13,12:43:02,Ok,FALSE,Sus scrofa,1,58,,,,
IMG_0359.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,3-Dec-13,12:43:03,Ok,FALSE,Sus scrofa,1,58,,,,
IMG_0360.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,3-Dec-13,12:43:04,Ok,FALSE,Sus scrofa,1,58,,,,
IMG_0931.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,10-Mar-14,19:14:53,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0932.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,10-Mar-14,19:14:55,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0934.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,10-Mar-14,19:14:56,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0935.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,10-Mar-14,19:14:57,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0859.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,16:54:42,Ok,FALSE,Sus scrofa,2,68,,,,
IMG_0860.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,16:54:43,Ok,FALSE,Sus scrofa,2,68,,,,
IMG_0856.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,16:54:40,Ok,FALSE,Sus scrofa,1,68,,,,
IMG_0857.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,16:54:41,Ok,FALSE,Sus scrofa,1,68,,,,
IMG_0858.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,16:54:42,Ok,FALSE,Sus scrofa,1,68,,,,
IMG_0691.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,14-Jan-14,16:20:00,Ok,FALSE,Sus scrofa,1,70,,,,
IMG_0692.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,14-Jan-14,16:20:01,Ok,FALSE,Sus scrofa,1,70,,,,
IMG_0693.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,14-Jan-14,16:20:02,Ok,FALSE,Sus scrofa,1,70,,,,
IMG_0694.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,14-Jan-14,16:20:03,Ok,FALSE,Sus scrofa,1,70,,,,
IMG_0695.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,14-Jan-14,16:20:04,Ok,FALSE,Sus scrofa,1,70,,,,
IMG_0846.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:56:38,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0847.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:56:39,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0848.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:56:39,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0849.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:56:40,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0850.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:56:41,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0851.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:57:09,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0852.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:57:10,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0853.JPG,April_Check\C2-1,Backup Dangermond Wildlife Photos WRA 2014,20-Feb-14,14:57:10,Ok,FALSE,Sus scrofa,1,72,,,,
IMG_0326.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:01,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0327.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:02,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0328.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:02,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0329.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:03,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0330.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:04,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0331.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:15,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0332.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:16,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0333.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:17,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0334.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:17,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0335.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,24-Oct-13,19:16:18,Ok,FALSE,Sus scrofa,1,50,,,,
IMG_0596.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:29,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0597.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:30,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0598.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:31,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0599.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:32,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0600.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:32,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0602.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:58,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0603.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:58,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0604.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:31:59,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_0605.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,6:32:00,Ok,FALSE,Sus scrofa,1,56,,,,
IMG_1421.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,28-Oct-13,13:58:10,Ok,FALSE,Sus scrofa,1,57,,,,
IMG_1422.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,28-Oct-13,13:58:12,Ok,FALSE,Sus scrofa,1,57,,,,
IMG_1423.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,28-Oct-13,13:58:12,Ok,FALSE,Sus scrofa,1,57,,,,
IMG_1424.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,28-Oct-13,13:58:13,Ok,FALSE,Sus scrofa,1,57,,,,
IMG_1425.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,28-Oct-13,13:58:14,Ok,FALSE,Sus scrofa,1,57,,,,
IMG_0556.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:31:43,Ok,FALSE,Sus scrofa,2,59,,,,
IMG_0557.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:31:44,Ok,FALSE,Sus scrofa,2,59,,,,
IMG_0558.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:31:45,Ok,FALSE,Sus scrofa,2,59,,,,
IMG_0559.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:31:46,Ok,FALSE,Sus scrofa,2,59,,,,
IMG_0560.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:31:47,Ok,FALSE,Sus scrofa,2,59,,,,
IMG_0561.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:32:03,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0562.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,18:32:04,Ok,FALSE,Sus scrofa,1,59,,,,
IMG_0977.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:09,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0978.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:10,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0979.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:10,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0980.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:11,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0981.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:38,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0982.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:39,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0984.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:40,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0985.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:41,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0986.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:44,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0987.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:45,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0988.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:46,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0989.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:46,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0990.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,26-Oct-13,19:25:47,Ok,FALSE,Sus scrofa,1,60,,,,
IMG_0436.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:49:28,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0437.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:49:30,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0438.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:49:30,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0439.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:49:31,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0440.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:49:32,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0446.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:50:44,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0447.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:50:45,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0448.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:50:46,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0449.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:50:47,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0450.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:50:48,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0451.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:51:36,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0452.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:51:37,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0453.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:51:38,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0454.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:51:39,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0455.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:51:40,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0456.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:00,Ok,FALSE,Sus scrofa,2,62,,,,
IMG_0461.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:07,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0462.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:08,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0463.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:09,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0464.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:09,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0465.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:10,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0466.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:12,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0467.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:13,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0469.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:14,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_0470.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,25-Oct-13,17:52:15,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_6276.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,2-Nov-13,2:06:01,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_6277.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,2-Nov-13,2:06:02,Ok,FALSE,Sus scrofa,1,62,,,,
IMG_6236.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,1-Nov-13,18:37:53,Ok,FALSE,Sus scrofa,1,64,,,,
IMG_6237.JPG,April_Check\C2-2\102RECNX,Backup Dangermond Wildlife Photos WRA 2014,1-Nov-13,18:37:55,Ok,FALSE,Sus scrofa,1,64,,,,
